postcode,latitude,longitude,city
BN42,50.83686,-0.23169,West Sussex
BN43,50.83557,-0.26583,West Sussex
BN44,50.89036,-0.3221,West Sussex
BN45,50.8892,-0.18421,West Sussex
BN5,50.92645,-0.26815,West Sussex
BN6,50.92918,-0.15276,West Sussex
GU28,50.99061,-0.62915,West Sussex
GU29,50.98383,-0.74619,West Sussex
PO10,50.85074,-0.92878,West Sussex
PO18,50.86403,-0.81478,West Sussex
PO19,50.83756,-0.7771,West Sussex
PO20,50.78278,-0.78563,West Sussex
PO21,50.78362,-0.69622,West Sussex
PO22,50.79835,-0.64756,West Sussex
RH10,51.11724,-0.15813,West Sussex
RH11,51.11079,-0.20554,West Sussex
RH12,51.07579,-0.33254,West Sussex
RH13,51.03701,-0.32537,West Sussex
RH14,51.03197,-0.48245,West Sussex
RH15,50.95675,-0.13316,West Sussex
RH16,51.00204,-0.09713,West Sussex
RH17,51.02122,-0.11488,West Sussex
RH19,51.12474,-0.01205,West Sussex
RH20,50.93647,-0.4699,West Sussex
M29,53.50816,-2.45692,Wigan
M46,53.52601,-2.49031,Wigan
WN1,53.55414,-2.6265,Wigan
WN2,53.53639,-2.58248,Wigan
WN3,53.52888,-2.64423,Wigan
WN4,53.49473,-2.64221,Wigan
WN5,53.53135,-2.68501,Wigan
WN6,53.57369,-2.66908,Wigan
WN7,53.49803,-2.51712,Wigan
BA12,51.17117,-2.1874,Wiltshire
BA13,51.26201,-2.17917,Wiltshire
BA14,51.31863,-2.20092,Wiltshire
BA15,51.35088,-2.26425,Wiltshire
SN10,51.33589,-1.98708,Wiltshire
SN11,51.43931,-1.99856,Wiltshire
SN12,51.37178,-2.13649,Wiltshire
SN13,51.42383,-2.21001,Wiltshire
SN14,51.47511,-2.1944,Wiltshire
SN15,51.47255,-2.0792,Wiltshire
SN16,51.59304,-2.08951,Wiltshire
SN8,51.40741,-1.6851,Wiltshire
SN9,51.324,-1.78614,Wiltshire
SP1,51.074,-1.78873,Wiltshire
SP2,51.07406,-1.82441,Wiltshire
SP3,51.10117,-2.00571,Wiltshire
SP4,51.16479,-1.764,Wiltshire
SP5,51.02271,-1.77185,Wiltshire
SL4,51.4753,-0.62475,Windsor and Maidenhead
SL5,51.40468,-0.66138,Windsor and Maidenhead
SL6,51.52231,-0.72569,Windsor and Maidenhead
CH41,53.39402,-3.03022,Wirral
CH42,53.37433,-3.02073,Wirral
CH43,53.38299,-3.05853,Wirral
CH44,53.41554,-3.03676,Wirral
CH45,53.42801,-3.05061,Wirral
CH46,53.40319,-3.11018,Wirral
CH47,53.39634,-3.16866,Wirral
CH48,53.37116,-3.16947,Wirral
CH49,53.38079,-3.10208,Wirral
CH60,53.32602,-3.09466,Wirral
CH61,53.34754,-3.10122,Wirral
CH62,53.33421,-2.98072,Wirral
CH63,53.34474,-3.01101,Wirral
RG10,51.48055,-0.86224,Wokingham
RG40,51.39933,-0.83406,Wokingham
RG41,51.41574,-0.85666,Wokingham
RG45,51.37471,-0.8002,Wokingham
RG5,51.45219,-0.90612,Wokingham
RG6,51.43893,-0.9309,Wokingham
WV1,52.58569,-2.11514,Wolverhampton
WV10,52.61716,-2.11227,Wolverhampton
WV11,52.61,-2.07089,Wolverhampton
WV14,52.55695,-2.07818,Wolverhampton
WV2,52.574,-2.11806,Wolverhampton
WV3,52.57936,-2.15054,Wolverhampton
WV4,52.56229,-2.14163,Wolverhampton
WV6,52.5955,-2.18161,Wolverhampton
WV9,52.63332,-2.14039,Wolverhampton
WR1,52.19713,-2.21656,Worcester
WR2,52.18989,-2.24139,Worcester
WR3,52.21603,-2.21079,Worcester
WR4,52.20438,-2.1844,Worcester
WR5,52.17738,-2.19891,Worcester
B47,52.38699,-1.8795,Worcestershire
B48,52.35557,-1.9486,Worcestershire
B60,52.3259,-2.04989,Worcestershire
B61,52.34477,-2.06753,Worcestershire
B96,52.25217,-1.96044,Worcestershire
B97,52.29893,-1.95454,Worcestershire
B98,52.3034,-1.91346,Worcestershire
DY10,52.38594,-2.22483,Worcestershire
DY11,52.38496,-2.26009,Worcestershire
DY12,52.38569,-2.32916,Worcestershire
DY13,52.33637,-2.28035,Worcestershire
WR10,52.11459,-2.06426,Worcestershire
WR11,52.09481,-1.92847,Worcestershire
WR12,52.04261,-1.87314,Worcestershire
WR14,52.11328,-2.31839,Worcestershire
WR15,52.30476,-2.56764,Worcestershire
WR6,52.22732,-2.37045,Worcestershire
WR7,52.19642,-2.05268,Worcestershire
WR8,52.08207,-2.20287,Worcestershire
WR9,52.26826,-2.15682,Worcestershire
YO1,53.95857,-1.0809,York
YO10,53.95031,-1.05822,York
YO19,53.91046,-1.02105,York
YO23,53.92562,-1.12122,York
YO24,53.94624,-1.11469,York
YO26,53.97452,-1.17204,York
YO30,53.98579,-1.11385,York
YO31,53.96923,-1.06389,York
YO32,54.01143,-1.05837,York
GY1,49.45856,-2.53684,Guernsey
GY2,49.57871,-2.49362,Guernsey
GY3,49.52875,-2.45821,Guernsey
GY4,49.52875,-2.45821,Guernsey
GY5,49.4826,-2.58101,Guernsey
GY6,49.52875,-2.45821,Guernsey
GY7,49.52875,-2.45821,Guernsey
GY8,49.52875,-2.45821,Guernsey
GY9,49.57183,-2.28244,Guernsey
IM1,54.15048,-4.48174,IOM
IM2,54.17891,-4.46857,IOM
IM3,54.17219,-4.45155,IOM
IM4,54.18407,-4.53302,IOM
IM5,54.19316,-4.7065,IOM
IM6,54.28659,-4.58037,IOM
IM7,54.32613,-4.41041,IOM
IM8,54.278,-4.08474,IOM
IM9,54.09184,-4.68352,IOM
JE1,49.19094,-2.11961,Jersey
JE2,49.20183,-2.10719,Jersey
JE3,49.18581,-2.13418,Jersey
JE4,49.19392,-2.09104,Jersey
BT29,54.62018,-6.1939,Antrim
BT41,54.73301,-6.25997,Antrim
BT21,54.63826,-5.54448,Ards
BT22,54.5032,-5.51886,Ards
BT23,54.56301,-5.71437,Ards
BT42,54.85458,-6.28215,Ballymena
BT43,54.89024,-6.26565,Ballymena
BT44,54.97416,-6.28394,Ballymena
BT53,55.08519,-6.47305,Ballymoney
BT25,54.39545,-6.11078,Banbridge
BT31,54.27783,-5.96992,Banbridge
BT32,54.33502,-6.24483,Banbridge
BT1,54.59941,-5.92838,Belfast
BT10,54.55983,-5.98338,Belfast
BT11,54.57556,-5.9973,Belfast
BT12,54.59223,-5.95557,Belfast
BT13,54.60563,-5.95842,Belfast
BT14,54.62082,-5.96144,Belfast
BT15,54.62362,-5.93071,Belfast
BT2,54.59309,-5.92932,Belfast
BT3,54.61999,-5.90401,Belfast
BT4,54.6023,-5.86668,Belfast
BT5,54.5887,-5.87004,Belfast
BT6,54.57974,-5.89706,Belfast
BT7,54.58158,-5.92356,Belfast
BT9,54.57176,-5.94894,Belfast
BT38,54.7295,-5.79799,Carrickfergus
BT16,54.591,-5.79746,Castlereagh
BT8,54.53994,-5.90409,Castlereagh
BT51,55.05761,-6.68,Coleraine
BT52,55.13423,-6.65285,Coleraine
BT55,55.17971,-6.71005,Coleraine
BT56,55.19824,-6.64932,Coleraine
BT80,54.64464,-6.74869,Cookstown
BT60,54.29219,-6.64951,County Armagh
BT61,54.3679,-6.62264,County Armagh
BT74,54.3432,-7.66425,County Fermanagh
BT92,54.22294,-7.46184,County Fermanagh
BT93,54.4651,-7.8264,County Fermanagh
BT94,54.37595,-7.54078,County Fermanagh
BT62,54.41256,-6.46416,Craigavon
BT63,54.40362,-6.38916,Craigavon
BT64,54.44938,-6.39252,Craigavon
BT65,54.44496,-6.36581,Craigavon
BT66,54.45514,-6.33292,Craigavon
BT67,54.48713,-6.26832,Craigavon
BT47,54.97386,-7.21151,Derry
BT48,55.00933,-7.32731,Derry
BT24,54.41683,-5.87232,Down
BT30,54.33396,-5.70444,Down
BT33,54.22095,-5.89385,Down
BT68,54.36626,-6.84743,Dungannon
BT69,54.42425,-6.94843,Dungannon
BT70,54.51495,-6.88672,Dungannon
BT71,54.51322,-6.70402,Dungannon
BT75,54.37531,-7.31559,Dungannon
BT76,54.41941,-7.19167,Dungannon
BT77,54.42711,-7.11701,Dungannon
BT40,54.84659,-5.82146,Larne
BT49,55.04774,-6.95153,Limavady
BT17,54.55423,-6.01688,Lisburn
BT26,54.45201,-6.06088,Lisburn
BT27,54.51004,-6.02027,Lisburn
BT28,54.52305,-6.08804,Lisburn
BT45,54.76045,-6.63935,Magherafelt
BT46,54.86568,-6.66393,Magherafelt
BT54,55.19997,-6.25787,Moyle
BT57,55.2014,-6.51755,Moyle
BT34,54.15466,-6.18034,Newry and Mourne
BT35,54.16501,-6.44355,Newry and Mourne
BT36,54.67682,-5.95448,Newtownabbey
BT37,54.67658,-5.90634,Newtownabbey
BT39,54.74491,-6.0171,Newtownabbey
BT18,54.64154,-5.82079,North Down
BT19,54.6517,-5.66663,North Down
BT20,54.65808,-5.6641,North Down
BT78,54.57165,-7.37371,Omagh
BT79,54.62422,-7.20073,Omagh
BT81,54.69395,-7.61369,Strabane
BT82,54.82576,-7.42777,Strabane
AB10,57.13514,-2.11731,Aberdeen City
AB11,57.13875,-2.09089,Aberdeen City
AB12,57.101,-2.1106,Aberdeen City
AB13,57.10801,-2.23776,Aberdeen City
AB14,57.10076,-2.27073,Aberdeen City
AB15,57.13868,-2.16525,Aberdeen City
AB16,57.16115,-2.15543,Aberdeen City
AB21,57.2096,-2.20033,Aberdeen City
AB22,57.18724,-2.11913,Aberdeen City
AB23,57.21242,-2.08776,Aberdeen City
AB25,57.15311,-2.11241,Aberdeen City
AB30,56.84678,-2.47712,Aberdeenshire
AB31,57.07479,-2.52623,Aberdeenshire
AB32,57.15545,-2.31742,Aberdeenshire
AB33,57.22464,-2.74203,Aberdeenshire
AB34,57.09393,-2.81204,Aberdeenshire
AB35,57.03829,-3.14869,Aberdeenshire
AB36,57.19715,-3.06589,Aberdeenshire
AB39,56.97778,-2.21718,Aberdeenshire
AB41,57.37592,-2.10478,Aberdeenshire
AB42,57.50079,-1.88819,Aberdeenshire
AB43,57.65714,-2.04358,Aberdeenshire
AB44,57.66877,-2.49122,Aberdeenshire
AB45,57.65139,-2.56639,Aberdeenshire
AB51,57.28907,-2.40485,Aberdeenshire
AB52,57.34396,-2.60651,Aberdeenshire
AB53,57.52537,-2.3941,Aberdeenshire
AB54,57.45361,-2.76333,Aberdeenshire
DD10,56.74724,-2.4268,Aberdeenshire
DD11,56.57312,-2.59738,Angus
DD7,56.5033,-2.71814,Angus
DD8,56.6565,-2.92171,Angus
DD9,56.74798,-2.6672,Angus
G84,56.0137,-4.75306,Argyll and Bute
PA20,55.83482,-5.0567,Argyll and Bute
PA21,55.90186,-5.24762,Argyll and Bute
PA22,55.97074,-5.1572,Argyll and Bute
PA23,55.95474,-4.93154,Argyll and Bute
PA24,56.15675,-4.90504,Argyll and Bute
PA25,56.21553,-5.04017,Argyll and Bute
PA26,56.25758,-4.9369,Argyll and Bute
PA27,56.15422,-5.08365,Argyll and Bute
PA28,55.43603,-5.60305,Argyll and Bute
PA29,55.80476,-5.47741,Argyll and Bute
PA30,56.0133,-5.44799,Argyll and Bute
PA31,56.05245,-5.46273,Argyll and Bute
PA32,56.20284,-5.11658,Argyll and Bute
PA33,56.36978,-5.05569,Argyll and Bute
PA34,56.4021,-5.49931,Argyll and Bute
PA35,56.40507,-5.22391,Argyll and Bute
PA36,56.52032,-4.77019,Argyll and Bute
PA37,56.46816,-5.38681,Argyll and Bute
PA38,56.59186,-5.33433,Argyll and Bute
PA41,55.6747,-5.74115,Argyll and Bute
PA42,55.63962,-6.18624,Argyll and Bute
PA43,55.7559,-6.28324,Argyll and Bute
PA44,55.79785,-6.29265,Argyll and Bute
PA45,55.81932,-6.1656,Argyll and Bute
PA46,55.86226,-6.11902,Argyll and Bute
PA47,55.68236,-6.50288,Argyll and Bute
PA48,55.73797,-6.38332,Argyll and Bute
PA49,55.7826,-6.39313,Argyll and Bute
PA60,55.87979,-5.91287,Argyll and Bute
PA61,56.07177,-6.20088,Argyll and Bute
PA62,56.35932,-5.85014,Argyll and Bute
PA63,56.38234,-5.71469,Argyll and Bute
PA64,56.43838,-5.67471,Argyll and Bute
PA65,56.46916,-5.72805,Argyll and Bute
PA66,56.32913,-6.35382,Argyll and Bute
PA67,56.31356,-6.23228,Argyll and Bute
PA68,56.43624,-6.14202,Argyll and Bute
PA69,56.38044,-6.08894,Argyll and Bute
PA70,56.36426,-6.03373,Argyll and Bute
PA71,56.48108,-5.98112,Argyll and Bute
PA72,56.51761,-5.96381,Argyll and Bute
PA73,56.49693,-6.18279,Argyll and Bute
PA74,56.53313,-6.22911,Argyll and Bute
PA75,56.61228,-6.12216,Argyll and Bute
PA76,56.33403,-6.39324,Argyll and Bute
PA77,56.49469,-6.8835,Argyll and Bute
PA78,56.62454,-6.54449,Argyll and Bute
EH1,55.95243,-3.1884,City of Edinburgh
EH10,55.92077,-3.20984,City of Edinburgh
EH11,55.93387,-3.24867,City of Edinburgh
EH12,55.94262,-3.27137,City of Edinburgh
EH13,55.90788,-3.24144,City of Edinburgh
EH14,55.90925,-3.28308,City of Edinburgh
EH15,55.94686,-3.11136,City of Edinburgh
EH16,55.92221,-3.15387,City of Edinburgh
EH17,55.90704,-3.14222,City of Edinburgh
EH2,55.95417,-3.19486,City of Edinburgh
EH28,55.9306,-3.38624,City of Edinburgh
EH29,55.95652,-3.39838,City of Edinburgh
EH3,55.95412,-3.19967,City of Edinburgh
EH30,55.98455,-3.38336,City of Edinburgh
EH4,55.96253,-3.25761,City of Edinburgh
EH5,55.97463,-3.21633,City of Edinburgh
EH6,55.97144,-3.17456,City of Edinburgh
EH7,55.96075,-3.16463,City of Edinburgh
EH8,55.94909,-3.16268,City of Edinburgh
EH9,55.9336,-3.18463,City of Edinburgh
FK10,56.11516,-3.78053,Clackmannanshire
FK11,56.15009,-3.84977,Clackmannanshire
FK12,56.15263,-3.79998,Clackmannanshire
FK13,56.15078,-3.74032,Clackmannanshire
FK14,56.16536,-3.66044,Clackmannanshire
DG1,55.07353,-3.58045,Dumfries and Galloway
DG10,55.31977,-3.43735,Dumfries and Galloway
DG11,55.11331,-3.33584,Dumfries and Galloway
DG12,54.98928,-3.25044,Dumfries and Galloway
DG13,55.17291,-3.02849,Dumfries and Galloway
DG14,55.08069,-2.98539,Dumfries and Galloway
DG16,54.99731,-3.06777,Dumfries and Galloway
DG2,55.06442,-3.65683,Dumfries and Galloway
DG3,55.23678,-3.79927,Dumfries and Galloway
DG4,55.37555,-3.95236,Dumfries and Galloway
DG5,54.92201,-3.81016,Dumfries and Galloway
DG6,54.83721,-4.05555,Dumfries and Galloway
DG7,54.96738,-4.01219,Dumfries and Galloway
DG8,54.87259,-4.51567,Dumfries and Galloway
DG9,54.87815,-5.02123,Dumfries and Galloway
DD1,56.4611,-2.97702,Dundee City
DD2,56.46968,-3.02756,Dundee City
DD3,56.48257,-2.98894,Dundee City
DD4,56.48209,-2.93534,Dundee City
DD5,56.47812,-2.86217,Dundee City
KA1,55.5958,-4.49509,East Ayrshire
KA16,55.60713,-4.33065,East Ayrshire
KA17,55.61075,-4.28164,East Ayrshire
KA18,55.45063,-4.23917,East Ayrshire
KA2,55.59619,-4.56338,East Ayrshire
KA3,55.64435,-4.49499,East Ayrshire
KA4,55.59894,-4.38256,East Ayrshire
KA5,55.50987,-4.38668,East Ayrshire
G61,55.91905,-4.33014,East Dunbartonshire
G62,55.94261,-4.32034,East Dunbartonshire
G64,55.91127,-4.21604,East Dunbartonshire
G66,55.94024,-4.15364,East Dunbartonshire
EH21,55.93845,-3.04548,East Lothian
EH31,56.03627,-2.82661,East Lothian
EH32,55.96799,-2.94853,East Lothian
EH33,55.94196,-2.94469,East Lothian
EH34,55.90919,-2.8799,East Lothian
EH35,55.91053,-2.94233,East Lothian
EH36,55.85637,-2.85155,East Lothian
EH39,56.04766,-2.73052,East Lothian
EH40,55.99057,-2.6557,East Lothian
EH41,55.94854,-2.7751,East Lothian
EH42,55.99389,-2.52428,East Lothian
G46,55.80446,-4.30573,East Renfrewshire
G76,55.77811,-4.27227,East Renfrewshire
G77,55.77345,-4.32941,East Renfrewshire
G78,55.79259,-4.40873,East Renfrewshire
HS1,58.21347,-6.38138,Eilean Siar
HS2,58.24916,-6.46768,Eilean Siar
HS3,57.87876,-6.85387,Eilean Siar
HS4,57.86961,-6.69056,Eilean Siar
HS5,57.79992,-6.96123,Eilean Siar
HS6,57.6008,-7.29943,Eilean Siar
HS7,57.44703,-7.33888,Eilean Siar
HS8,57.23253,-7.34593,Eilean Siar
HS9,56.97148,-7.47153,Eilean Siar
EH51,56.01153,-3.6041,Falkirk
FK1,55.98555,-3.79381,Falkirk
FK2,56.00499,-3.75461,Falkirk
FK3,56.01087,-3.71958,Falkirk
FK4,55.99734,-3.90662,Falkirk
FK5,56.02564,-3.81814,Falkirk
FK6,56.02149,-3.91423,Falkirk
DD6,56.43723,-2.92612,Fife
KY1,56.12815,-3.1375,Fife
KY10,56.23024,-2.70011,Fife
KY11,56.0471,-3.4145,Fife
KY12,56.07674,-3.49272,Fife
KY14,56.31048,-3.23992,Fife
KY15,56.30055,-3.0505,Fife
KY16,56.34184,-2.81865,Fife
KY2,56.12234,-3.18238,Fife
KY3,56.06346,-3.23037,Fife
KY4,56.11421,-3.36066,Fife
KY5,56.14548,-3.29416,Fife
KY6,56.19678,-3.19756,Fife
KY7,56.19719,-3.15405,Fife
KY8,56.19755,-3.01061,Fife
KY9,56.20965,-2.83356,Fife
G1,55.86038,-4.24671,Glasgow City
G11,55.87356,-4.31142,Glasgow City
G12,55.88006,-4.30061,Glasgow City
G13,55.89358,-4.3462,Glasgow City
G14,55.88095,-4.34864,Glasgow City
G15,55.9094,-4.36476,Glasgow City
G2,55.86382,-4.2549,Glasgow City
G20,55.8858,-4.28176,Glasgow City
G21,55.88063,-4.22069,Glasgow City
G22,55.88998,-4.25002,Glasgow City
G23,55.90193,-4.28431,Glasgow City
G3,55.86619,-4.27262,Glasgow City
G31,55.85748,-4.20819,Glasgow City
G32,55.8484,-4.16293,Glasgow City
G33,55.87351,-4.16593,Glasgow City
G34,55.86817,-4.11128,Glasgow City
G4,55.86837,-4.25196,Glasgow City
G40,55.84824,-4.22204,Glasgow City
G41,55.83815,-4.28216,Glasgow City
G42,55.83234,-4.25627,Glasgow City
G43,55.81825,-4.28898,Glasgow City
G44,55.81438,-4.25523,Glasgow City
G45,55.80494,-4.23074,Glasgow City
G5,55.84769,-4.25237,Glasgow City
G51,55.85734,-4.31365,Glasgow City
G52,55.8477,-4.34823,Glasgow City
G53,55.82157,-4.35145,Glasgow City
G69,55.87372,-4.10199,Glasgow City
IV1,57.4874,-4.23059,Highland
IV10,57.58536,-4.12616,Highland
IV11,57.67758,-4.03762,Highland
IV12,57.57422,-3.86458,Highland
IV13,57.3428,-4.01239,Highland
IV14,57.58564,-4.54783,Highland
IV15,57.59965,-4.42996,Highland
IV16,57.66431,-4.33703,Highland
IV17,57.69985,-4.26043,Highland
IV18,57.70169,-4.15479,Highland
IV19,57.80478,-4.06162,Highland
IV2,57.46833,-4.19107,Highland
IV20,57.78653,-3.90748,Highland
IV21,57.72377,-5.72019,Highland
IV22,57.74156,-5.50682,Highland
IV23,57.77322,-5.01018,Highland
IV24,57.89133,-4.35512,Highland
IV25,57.89135,-4.04295,Highland
IV26,57.91578,-5.17243,Highland
IV27,58.27684,-4.80032,Highland
IV28,58.01527,-4.15668,Highland
IV3,57.47726,-4.24499,Highland
IV4,57.44843,-4.53328,Highland
IV40,57.27446,-5.64981,Highland
IV41,57.27372,-5.73605,Highland
IV42,57.23946,-5.82877,Highland
IV43,57.1555,-5.81015,Highland
IV44,57.11488,-5.87374,Highland
IV45,57.06714,-5.90508,Highland
IV46,57.1141,-5.98441,Highland
IV47,57.29467,-6.34284,Highland
IV48,57.31102,-6.09713,Highland
IV49,57.2277,-5.94693,Highland
IV5,57.4679,-4.4112,Highland
IV51,57.48055,-6.24636,Highland
IV52,57.33737,-5.65106,Highland
IV53,57.34465,-5.55367,Highland
IV54,57.43101,-5.61538,Highland
IV55,57.45873,-6.611,Highland
IV56,57.36636,-6.4279,Highland
IV6,57.52634,-4.45682,Highland
IV63,57.32228,-4.50465,Highland
IV7,57.58435,-4.38376,Highland
IV8,57.55419,-4.26477,Highland
IV9,57.56922,-4.17706,Highland
KW1,58.45801,-3.12092,Highland
KW10,57.97509,-3.975,Highland
KW11,58.30505,-4.12991,Highland
KW12,58.50634,-3.49149,Highland
KW13,58.45518,-3.89556,Highland
KW14,58.58913,-3.55523,Highland
KW2,58.34893,-3.16359,Highland
KW3,58.30741,-3.27829,Highland
KW5,58.28747,-3.38163,Highland
KW6,58.24908,-3.44148,Highland
KW7,58.18641,-3.50018,Highland
KW8,58.11611,-3.6636,Highland
KW9,58.0137,-3.85692,Highland
PH19,56.93428,-4.255,Highland
PH20,57.05377,-4.15504,Highland
PH21,57.08834,-4.02169,Highland
PH22,57.19857,-3.80587,Highland
PH23,57.28761,-3.80028,Highland
PH24,57.25419,-3.74891,Highland
PH25,57.26187,-3.64646,Highland
PH26,57.3298,-3.60464,Highland
PH30,56.79185,-4.6002,Highland
PH31,56.89234,-4.81575,Highland
PH32,57.14424,-4.68275,Highland
PH33,56.82148,-5.11207,Highland
PH34,56.92574,-4.92676,Highland
PH35,57.07578,-4.93032,Highland
PH36,56.72124,-5.86584,Highland
PH38,56.84536,-5.74736,Highland
PH39,56.91265,-5.84124,Highland
PH40,56.96381,-5.7856,Highland
PH41,57.00374,-5.83251,Highland
PH42,56.90217,-6.14094,Highland
PH44,57.05693,-6.50319,Highland
PH49,56.675,-5.10977,Highland
PH50,56.71451,-4.96427,Highland
PA13,55.89235,-4.62927,Inverclyde
PA14,55.92757,-4.66368,Inverclyde
PA15,55.94279,-4.74802,Inverclyde
PA16,55.94351,-4.79613,Inverclyde
PA18,55.88928,-4.88661,Inverclyde
PA19,55.9528,-4.82244,Inverclyde
PH43,57.01529,-6.28049,Inverness-shire
EH18,55.87667,-3.12215,Midlothian
EH19,55.87324,-3.10446,Midlothian
EH20,55.87905,-3.15579,Midlothian
EH22,55.88441,-3.06001,Midlothian
EH23,55.83956,-3.05081,Midlothian
EH24,55.85051,-3.13257,Midlothian
EH25,55.85821,-3.17434,Midlothian
EH26,55.83257,-3.22307,Midlothian
EH37,55.86188,-2.95873,Midlothian
AB37,57.33098,-3.35051,Moray
AB38,57.48589,-3.2261,Moray
AB55,57.5239,-2.99024,Moray
AB56,57.67442,-2.92559,Moray
IV30,57.65468,-3.32732,Moray
IV31,57.71706,-3.28931,Moray
IV32,57.63161,-3.11041,Moray
IV36,57.61104,-3.60363,Moray
KA11,55.61736,-4.62512,North Ayrshire
KA12,55.61923,-4.66337,North Ayrshire
KA13,55.6553,-4.69921,North Ayrshire
KA14,55.74041,-4.67162,North Ayrshire
KA15,55.74859,-4.62596,North Ayrshire
KA20,55.64157,-4.75072,North Ayrshire
KA21,55.64176,-4.78253,North Ayrshire
KA22,55.65019,-4.80697,North Ayrshire
KA23,55.69135,-4.85449,North Ayrshire
KA24,55.70981,-4.71412,North Ayrshire
KA25,55.75263,-4.6884,North Ayrshire
KA27,55.5388,-5.17162,North Ayrshire
KA28,55.75447,-4.92287,North Ayrshire
KA29,55.75701,-4.85291,North Ayrshire
KA30,55.79725,-4.86224,North Ayrshire
PA17,55.86512,-4.88162,North Ayrshire
G65,55.97334,-4.0577,North Lanarkshire
G67,55.94755,-3.98586,North Lanarkshire
G68,55.95345,-4.01019,North Lanarkshire
ML1,55.79943,-3.97512,North Lanarkshire
ML2,55.77706,-3.91179,North Lanarkshire
ML4,55.81846,-4.02078,North Lanarkshire
ML5,55.85964,-4.03091,North Lanarkshire
ML6,55.86704,-3.96257,North Lanarkshire
ML7,55.83008,-3.79303,North Lanarkshire
TD12,55.65331,-2.2384,Northumberland
TD15,55.74699,-2.01275,Northumberland
KW15,58.9803,-2.95862,Orkney Islands
KW16,58.95963,-3.27278,Orkney Islands
KW17,59.04195,-3.00217,Orkney Islands
KY13,56.20866,-3.43173,Perth and Kinross
PH1,56.42113,-3.47537,Perth and Kinross
PH10,56.60845,-3.36046,Perth and Kinross
PH11,56.63942,-3.23438,Perth and Kinross
PH12,56.57551,-3.15253,Perth and Kinross
PH13,56.53749,-3.27335,Perth and Kinross
PH14,56.45299,-3.18614,Perth and Kinross
PH15,56.60974,-3.94063,Perth and Kinross
PH16,56.70697,-3.81003,Perth and Kinross
PH17,56.68745,-4.3823,Perth and Kinross
PH18,56.7741,-3.88855,Perth and Kinross
PH2,56.38691,-3.40439,Perth and Kinross
PH3,56.30228,-3.70355,Perth and Kinross
PH4,56.26072,-3.78244,Perth and Kinross
PH5,56.32927,-3.8277,Perth and Kinross
PH6,56.37162,-3.99491,Perth and Kinross
PH7,56.37332,-3.82657,Perth and Kinross
PH8,56.56249,-3.59805,Perth and Kinross
PH9,56.65112,-3.69152,Perth and Kinross
PA1,55.84457,-4.41674,Renfrewshire
PA10,55.83375,-4.55184,Renfrewshire
PA11,55.85649,-4.5821,Renfrewshire
PA12,55.7954,-4.62273,Renfrewshire
PA2,55.82896,-4.43334,Renfrewshire
PA3,55.85205,-4.44757,Renfrewshire
PA4,55.87464,-4.39623,Renfrewshire
PA5,55.83105,-4.50854,Renfrewshire
PA6,55.86377,-4.53462,Renfrewshire
PA7,55.90944,-4.49919,Renfrewshire
PA8,55.9014,-4.45228,Renfrewshire
PA9,55.80948,-4.55184,Renfrewshire
ZE1,60.15232,-1.16779,Shetland Islands
ZE2,60.33047,-1.22484,Shetland Islands
ZE3,59.88369,-1.30316,Shetland Islands
KA10,55.54945,-4.64755,South Ayrshire
KA19,55.34585,-4.66707,South Ayrshire
KA26,55.21894,-4.83313,South Ayrshire
KA6,55.41582,-4.50427,South Ayrshire
KA7,55.44739,-4.62805,South Ayrshire
KA8,55.4711,-4.61222,South Ayrshire
KA9,55.49734,-4.60446,South Ayrshire
G71,55.8221,-4.07206,South Lanarkshire
G72,55.80406,-4.12856,South Lanarkshire
G73,55.81977,-4.20605,South Lanarkshire
G74,55.76912,-4.17289,South Lanarkshire
ML10,55.68013,-4.06932,South Lanarkshire
ML11,55.66661,-3.78555,South Lanarkshire
ML12,55.56677,-3.59544,South Lanarkshire
ML3,55.77028,-4.05337,South Lanarkshire
ML8,55.7305,-3.84103,South Lanarkshire
ML9,55.72496,-3.96658,South Lanarkshire
FK15,56.20249,-3.94903,Stirling
FK16,56.19081,-4.05966,Stirling
FK17,56.24019,-4.21887,Stirling
FK18,56.32448,-4.32728,Stirling
FK19,56.37057,-4.3139,Stirling
FK20,56.4065,-4.63059,Stirling
FK21,56.46574,-4.31969,Stirling
FK7,56.09695,-3.91636,Stirling
FK8,56.13075,-4.05001,Stirling
FK9,56.14242,-3.93955,Stirling
G63,56.04243,-4.36487,Stirling
EH38,55.78638,-2.96006,The Scottish Borders
EH43,55.62422,-3.0101,The Scottish Borders
EH44,55.62015,-3.06558,The Scottish Borders
EH45,55.65494,-3.19209,The Scottish Borders
EH46,55.73689,-3.3491,The Scottish Borders
TD1,55.6239,-2.80997,The Scottish Borders
TD10,55.71203,-2.44887,The Scottish Borders
TD11,55.78792,-2.31578,The Scottish Borders
TD13,55.92975,-2.36975,The Scottish Borders
TD14,55.86735,-2.12305,The Scottish Borders
TD2,55.733,-2.7533,The Scottish Borders
TD3,55.70073,-2.57127,The Scottish Borders
TD4,55.64182,-2.67051,The Scottish Borders
TD5,55.58723,-2.41571,The Scottish Borders
TD6,55.58238,-2.6933,The Scottish Borders
TD7,55.53631,-2.87156,The Scottish Borders
TD8,55.47531,-2.54111,The Scottish Borders
TD9,55.39766,-2.77533,The Scottish Borders
G60,55.92205,-4.45358,West Dunbartonshire
